,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_Seconds
68,0 days 01:08:32.529000,VER,1,0 days 00:01:37.774000,7.0,1.0,,,0 days 00:00:29.021000,0 days 00:00:41.271000,0 days 00:00:27.482000,0 days 01:07:23.803000,0 days 01:08:05.074000,0 days 01:08:32.556000,285.0,259.0,246.0,277.0,True,MEDIUM,7.0,True,Red Bull Racing,0 days 01:06:54.755000,2024-09-22 12:13:50.886,1,2.0,False,,False,True,97.774
69,0 days 01:10:10.198000,VER,1,0 days 00:01:37.669000,8.0,1.0,,,0 days 00:00:29.109000,0 days 00:00:41.083000,0 days 00:00:27.477000,0 days 01:09:01.665000,0 days 01:09:42.748000,0 days 01:10:10.225000,,258.0,247.0,,True,MEDIUM,8.0,True,Red Bull Racing,0 days 01:08:32.529000,2024-09-22 12:15:28.660,1,2.0,False,,False,True,97.669
70,0 days 01:11:48.088000,VER,1,0 days 00:01:37.890000,9.0,1.0,,,0 days 00:00:28.961000,0 days 00:00:41.421000,0 days 00:00:27.508000,0 days 01:10:39.186000,0 days 01:11:20.607000,0 days 01:11:48.115000,,257.0,247.0,,False,MEDIUM,9.0,True,Red Bull Racing,0 days 01:10:10.198000,2024-09-22 12:17:06.329,1,2.0,False,,False,True,97.89
71,0 days 01:13:25.827000,VER,1,0 days 00:01:37.739000,10.0,1.0,,,0 days 00:00:28.882000,0 days 00:00:41.405000,0 days 00:00:27.452000,0 days 01:12:16.997000,0 days 01:12:58.402000,0 days 01:13:25.854000,,258.0,248.0,,False,MEDIUM,10.0,True,Red Bull Racing,0 days 01:11:48.088000,2024-09-22 12:18:44.219,1,2.0,False,,False,True,97.739
72,0 days 01:15:03.420000,VER,1,0 days 00:01:37.593000,11.0,1.0,,,0 days 00:00:28.842000,0 days 00:00:41.269000,0 days 00:00:27.482000,0 days 01:13:54.696000,0 days 01:14:35.965000,0 days 01:15:03.447000,,259.0,247.0,,True,MEDIUM,11.0,True,Red Bull Racing,0 days 01:13:25.827000,2024-09-22 12:20:21.958,1,2.0,False,,False,True,97.593
73,0 days 01:16:41.198000,VER,1,0 days 00:01:37.778000,12.0,1.0,,,0 days 00:00:28.894000,0 days 00:00:41.425000,0 days 00:00:27.459000,0 days 01:15:32.341000,0 days 01:16:13.766000,0 days 01:16:41.225000,284.0,258.0,247.0,,False,MEDIUM,12.0,True,Red Bull Racing,0 days 01:15:03.420000,2024-09-22 12:21:59.551,1,2.0,False,,False,True,97.778
74,0 days 01:18:18.899000,VER,1,0 days 00:01:37.701000,13.0,1.0,,,0 days 00:00:28.940000,0 days 00:00:41.182000,0 days 00:00:27.579000,0 days 01:17:10.165000,0 days 01:17:51.347000,0 days 01:18:18.926000,286.0,260.0,246.0,,False,MEDIUM,13.0,True,Red Bull Racing,0 days 01:16:41.198000,2024-09-22 12:23:37.329,1,2.0,False,,False,True,97.701
75,0 days 01:19:56.606000,VER,1,0 days 00:01:37.707000,14.0,1.0,,,0 days 00:00:28.994000,0 days 00:00:41.292000,0 days 00:00:27.421000,0 days 01:18:47.920000,0 days 01:19:29.212000,0 days 01:19:56.633000,285.0,259.0,246.0,276.0,False,MEDIUM,14.0,True,Red Bull Racing,0 days 01:18:18.899000,2024-09-22 12:25:15.030,1,2.0,False,,False,True,97.707
76,0 days 01:21:34.432000,VER,1,0 days 00:01:37.826000,15.0,1.0,,,0 days 00:00:28.967000,0 days 00:00:41.348000,0 days 00:00:27.511000,0 days 01:20:25.600000,0 days 01:21:06.948000,0 days 01:21:34.459000,,258.0,247.0,277.0,False,MEDIUM,15.0,True,Red Bull Racing,0 days 01:19:56.606000,2024-09-22 12:26:52.737,1,2.0,False,,False,True,97.826
77,0 days 01:23:12.283000,VER,1,0 days 00:01:37.851000,16.0,1.0,,,0 days 00:00:29.023000,0 days 00:00:41.338000,0 days 00:00:27.490000,0 days 01:22:03.482000,0 days 01:22:44.820000,0 days 01:23:12.310000,284.0,260.0,247.0,276.0,False,MEDIUM,16.0,True,Red Bull Racing,0 days 01:21:34.432000,2024-09-22 12:28:30.563,1,2.0,False,,False,True,97.851
78,0 days 01:24:50.270000,VER,1,0 days 00:01:37.987000,17.0,1.0,,,0 days 00:00:29.011000,0 days 00:00:41.423000,0 days 00:00:27.553000,0 days 01:23:41.321000,0 days 01:24:22.744000,0 days 01:24:50.297000,285.0,260.0,247.0,275.0,False,MEDIUM,17.0,True,Red Bull Racing,0 days 01:23:12.283000,2024-09-22 12:30:08.414,1,2.0,False,,False,True,97.987
79,0 days 01:26:28.338000,VER,1,0 days 00:01:38.068000,18.0,1.0,,,0 days 00:00:28.965000,0 days 00:00:41.611000,0 days 00:00:27.492000,0 days 01:25:19.262000,0 days 01:26:00.873000,0 days 01:26:28.365000,,260.0,247.0,276.0,False,MEDIUM,18.0,True,Red Bull Racing,0 days 01:24:50.270000,2024-09-22 12:31:46.401,1,2.0,False,,False,True,98.068
80,0 days 01:28:06.355000,VER,1,0 days 00:01:38.017000,19.0,1.0,,,0 days 00:00:28.996000,0 days 00:00:41.483000,0 days 00:00:27.538000,0 days 01:26:57.361000,0 days 01:27:38.844000,0 days 01:28:06.382000,284.0,259.0,247.0,,False,MEDIUM,19.0,True,Red Bull Racing,0 days 01:26:28.338000,2024-09-22 12:33:24.469,1,2.0,False,,False,True,98.017
81,0 days 01:29:44.478000,VER,1,0 days 00:01:38.123000,20.0,1.0,,,0 days 00:00:28.997000,0 days 00:00:41.569000,0 days 00:00:27.557000,0 days 01:28:35.379000,0 days 01:29:16.948000,0 days 01:29:44.505000,285.0,259.0,247.0,277.0,False,MEDIUM,20.0,True,Red Bull Racing,0 days 01:28:06.355000,2024-09-22 12:35:02.486,1,2.0,False,,False,True,98.123
82,0 days 01:31:22.650000,VER,1,0 days 00:01:38.172000,21.0,1.0,,,0 days 00:00:28.989000,0 days 00:00:41.720000,0 days 00:00:27.463000,0 days 01:30:13.494000,0 days 01:30:55.214000,0 days 01:31:22.677000,286.0,260.0,247.0,,False,MEDIUM,21.0,True,Red Bull Racing,0 days 01:29:44.478000,2024-09-22 12:36:40.609,1,2.0,False,,False,True,98.172
83,0 days 01:33:00.842000,VER,1,0 days 00:01:38.192000,22.0,1.0,,,0 days 00:00:28.989000,0 days 00:00:41.704000,0 days 00:00:27.499000,,0 days 01:32:33.370000,0 days 01:33:00.869000,285.0,261.0,247.0,,False,MEDIUM,22.0,True,Red Bull Racing,0 days 01:31:22.650000,2024-09-22 12:38:18.781,1,2.0,False,,False,True,98.192
84,0 days 01:34:39.073000,VER,1,0 days 00:01:38.231000,23.0,1.0,,,0 days 00:00:29.016000,0 days 00:00:41.711000,0 days 00:00:27.504000,0 days 01:33:29.885000,0 days 01:34:11.596000,0 days 01:34:39.100000,284.0,262.0,249.0,,False,MEDIUM,23.0,True,Red Bull Racing,0 days 01:33:00.842000,2024-09-22 12:39:56.973,1,2.0,False,,False,True,98.231
85,0 days 01:36:17.472000,VER,1,0 days 00:01:38.399000,24.0,1.0,,,0 days 00:00:29.056000,0 days 00:00:41.782000,0 days 00:00:27.561000,0 days 01:35:08.156000,0 days 01:35:49.938000,0 days 01:36:17.499000,283.0,261.0,247.0,,False,MEDIUM,24.0,True,Red Bull Racing,0 days 01:34:39.073000,2024-09-22 12:41:35.204,1,2.0,False,,False,True,98.399
86,0 days 01:37:56.113000,VER,1,0 days 00:01:38.641000,25.0,1.0,,,0 days 00:00:29.062000,0 days 00:00:41.990000,0 days 00:00:27.589000,0 days 01:36:46.561000,0 days 01:37:28.551000,0 days 01:37:56.140000,285.0,261.0,247.0,,False,MEDIUM,25.0,True,Red Bull Racing,0 days 01:36:17.472000,2024-09-22 12:43:13.603,1,2.0,False,,False,True,98.641
87,0 days 01:39:34.688000,VER,1,0 days 00:01:38.575000,26.0,1.0,,,0 days 00:00:29.106000,0 days 00:00:41.818000,0 days 00:00:27.651000,0 days 01:38:25.246000,0 days 01:39:07.064000,0 days 01:39:34.715000,,262.0,245.0,,False,MEDIUM,26.0,True,Red Bull Racing,0 days 01:37:56.113000,2024-09-22 12:44:52.244,1,2.0,False,,False,True,98.575
88,0 days 01:41:13.615000,VER,1,0 days 00:01:38.927000,27.0,1.0,,,0 days 00:00:29.264000,0 days 00:00:41.975000,0 days 00:00:27.688000,0 days 01:40:03.979000,0 days 01:40:45.954000,0 days 01:41:13.642000,284.0,261.0,246.0,,False,MEDIUM,27.0,True,Red Bull Racing,0 days 01:39:34.688000,2024-09-22 12:46:30.819,1,2.0,False,,False,True,98.927
89,0 days 01:42:52.880000,VER,1,0 days 00:01:39.265000,28.0,1.0,,,0 days 00:00:29.236000,0 days 00:00:42.261000,0 days 00:00:27.768000,0 days 01:41:42.878000,0 days 01:42:25.139000,0 days 01:42:52.907000,285.0,262.0,246.0,276.0,False,MEDIUM,28.0,True,Red Bull Racing,0 days 01:41:13.615000,2024-09-22 12:48:09.746,1,2.0,False,,False,True,99.265
90,0 days 01:44:40.753000,VER,1,0 days 00:01:47.873000,29.0,1.0,,0 days 01:44:33.059000,0 days 00:00:29.284000,0 days 00:00:42.515000,0 days 00:00:36.074000,0 days 01:43:22.191000,0 days 01:44:04.706000,0 days 01:44:40.780000,286.0,261.0,,,False,MEDIUM,29.0,True,Red Bull Racing,0 days 01:42:52.880000,2024-09-22 12:49:49.011,1,2.0,False,,False,False,107.873
91,0 days 01:46:39.742000,VER,1,0 days 00:01:58.989000,30.0,2.0,0 days 01:45:02.740000,,0 days 00:00:49.957000,0 days 00:00:41.662000,0 days 00:00:27.370000,0 days 01:45:30.737000,0 days 01:46:12.399000,0 days 01:46:39.769000,306.0,277.0,248.0,,False,HARD,1.0,True,Red Bull Racing,0 days 01:44:40.753000,2024-09-22 12:51:36.884,1,3.0,False,,False,False,118.989
92,0 days 01:48:16.430000,VER,1,0 days 00:01:36.688000,31.0,2.0,,,0 days 00:00:28.610000,0 days 00:00:40.860000,0 days 00:00:27.218000,0 days 01:47:08.379000,0 days 01:47:49.239000,0 days 01:48:16.457000,282.0,259.0,249.0,276.0,True,HARD,2.0,True,Red Bull Racing,0 days 01:46:39.742000,2024-09-22 12:53:35.873,1,3.0,False,,False,True,96.688
93,0 days 01:49:53.254000,VER,1,0 days 00:01:36.824000,32.0,2.0,,,0 days 00:00:28.613000,0 days 00:00:40.928000,0 days 00:00:27.283000,0 days 01:48:45.070000,0 days 01:49:25.998000,0 days 01:49:53.281000,285.0,260.0,249.0,277.0,False,HARD,3.0,True,Red Bull Racing,0 days 01:48:16.430000,2024-09-22 12:55:12.561,1,3.0,False,,False,True,96.824
94,0 days 01:51:30.276000,VER,1,0 days 00:01:37.022000,33.0,2.0,,,0 days 00:00:28.775000,0 days 00:00:41.013000,0 days 00:00:27.234000,0 days 01:50:22.056000,0 days 01:51:03.069000,0 days 01:51:30.303000,,260.0,248.0,,False,HARD,4.0,True,Red Bull Racing,0 days 01:49:53.254000,2024-09-22 12:56:49.385,1,3.0,False,,False,True,97.022
95,0 days 01:53:07.147000,VER,1,0 days 00:01:36.871000,34.0,2.0,,,0 days 00:00:28.699000,0 days 00:00:40.998000,0 days 00:00:27.174000,0 days 01:51:59.002000,0 days 01:52:40,0 days 01:53:07.174000,286.0,260.0,249.0,,False,HARD,5.0,True,Red Bull Racing,0 days 01:51:30.276000,2024-09-22 12:58:26.407,1,3.0,False,,False,True,96.871
96,0 days 01:54:44.247000,VER,1,0 days 00:01:37.100000,35.0,2.0,,,0 days 00:00:28.703000,0 days 00:00:41.140000,0 days 00:00:27.257000,0 days 01:53:35.877000,0 days 01:54:17.017000,0 days 01:54:44.274000,288.0,262.0,249.0,278.0,False,HARD,6.0,True,Red Bull Racing,0 days 01:53:07.147000,2024-09-22 13:00:03.278,1,3.0,False,,False,True,97.1
97,0 days 01:56:21.215000,VER,1,0 days 00:01:36.968000,36.0,2.0,,,0 days 00:00:28.653000,0 days 00:00:41.062000,0 days 00:00:27.253000,0 days 01:55:12.927000,0 days 01:55:53.989000,0 days 01:56:21.242000,287.0,262.0,250.0,,False,HARD,7.0,True,Red Bull Racing,0 days 01:54:44.247000,2024-09-22 13:01:40.378,1,3.0,False,,False,True,96.968
98,0 days 01:57:58.199000,VER,1,0 days 00:01:36.984000,37.0,2.0,,,0 days 00:00:28.691000,0 days 00:00:41.058000,0 days 00:00:27.235000,0 days 01:56:49.933000,0 days 01:57:30.991000,0 days 01:57:58.226000,288.0,263.0,249.0,280.0,False,HARD,8.0,True,Red Bull Racing,0 days 01:56:21.215000,2024-09-22 13:03:17.346,1,3.0,False,,False,True,96.984
99,0 days 01:59:35.270000,VER,1,0 days 00:01:37.071000,38.0,2.0,,,0 days 00:00:28.767000,0 days 00:00:41.074000,0 days 00:00:27.230000,0 days 01:58:26.993000,0 days 01:59:08.067000,0 days 01:59:35.297000,,263.0,249.0,,False,HARD,9.0,True,Red Bull Racing,0 days 01:57:58.199000,2024-09-22 13:04:54.330,1,3.0,False,,False,True,97.071
100,0 days 02:01:12.227000,VER,1,0 days 00:01:36.957000,39.0,2.0,,,0 days 00:00:28.621000,0 days 00:00:41.115000,0 days 00:00:27.221000,0 days 02:00:03.918000,0 days 02:00:45.033000,0 days 02:01:12.254000,,265.0,249.0,279.0,False,HARD,10.0,True,Red Bull Racing,0 days 01:59:35.270000,2024-09-22 13:06:31.401,1,2.0,False,,False,True,96.957
101,0 days 02:02:49.189000,VER,1,0 days 00:01:36.962000,40.0,2.0,,,0 days 00:00:28.662000,0 days 00:00:41.048000,0 days 00:00:27.252000,0 days 02:01:40.916000,0 days 02:02:21.964000,0 days 02:02:49.216000,290.0,264.0,247.0,280.0,False,HARD,11.0,True,Red Bull Racing,0 days 02:01:12.227000,2024-09-22 13:08:08.358,1,2.0,False,,False,True,96.962
102,0 days 02:04:26.569000,VER,1,0 days 00:01:37.380000,41.0,2.0,,,0 days 00:00:28.780000,0 days 00:00:41.247000,0 days 00:00:27.353000,0 days 02:03:17.996000,0 days 02:03:59.243000,0 days 02:04:26.596000,291.0,262.0,252.0,281.0,False,HARD,12.0,True,Red Bull Racing,0 days 02:02:49.189000,2024-09-22 13:09:45.320,1,2.0,False,,False,True,97.38
103,0 days 02:06:03.434000,VER,1,0 days 00:01:36.865000,42.0,2.0,,,0 days 00:00:28.629000,0 days 00:00:41.058000,0 days 00:00:27.178000,0 days 02:04:55.225000,0 days 02:05:36.283000,0 days 02:06:03.461000,290.0,273.0,249.0,294.0,False,HARD,13.0,True,Red Bull Racing,0 days 02:04:26.569000,2024-09-22 13:11:22.700,1,2.0,False,,False,True,96.865
104,0 days 02:07:40.016000,VER,1,0 days 00:01:36.582000,43.0,2.0,,,0 days 00:00:28.636000,0 days 00:00:40.814000,0 days 00:00:27.132000,0 days 02:06:32.097000,0 days 02:07:12.911000,0 days 02:07:40.043000,286.0,263.0,249.0,278.0,True,HARD,14.0,True,Red Bull Racing,0 days 02:06:03.434000,2024-09-22 13:12:59.565,1,2.0,False,,False,True,96.582
105,0 days 02:09:16.430000,VER,1,0 days 00:01:36.414000,44.0,2.0,,,0 days 00:00:28.587000,0 days 00:00:40.752000,0 days 00:00:27.075000,0 days 02:08:08.630000,0 days 02:08:49.382000,0 days 02:09:16.457000,288.0,264.0,249.0,279.0,True,HARD,15.0,True,Red Bull Racing,0 days 02:07:40.016000,2024-09-22 13:14:36.147,1,2.0,False,,False,True,96.414
106,0 days 02:10:53.048000,VER,1,0 days 00:01:36.618000,45.0,2.0,,,0 days 00:00:28.645000,0 days 00:00:40.993000,0 days 00:00:26.980000,0 days 02:09:45.102000,0 days 02:10:26.095000,0 days 02:10:53.075000,287.0,262.0,250.0,,False,HARD,16.0,True,Red Bull Racing,0 days 02:09:16.430000,2024-09-22 13:16:12.561,1,2.0,False,,False,True,96.618
107,0 days 02:12:29.548000,VER,1,0 days 00:01:36.500000,46.0,2.0,,,0 days 00:00:28.552000,0 days 00:00:40.938000,0 days 00:00:27.010000,0 days 02:11:21.627000,0 days 02:12:02.565000,0 days 02:12:29.575000,286.0,264.0,251.0,,False,HARD,17.0,True,Red Bull Racing,0 days 02:10:53.048000,2024-09-22 13:17:49.179,1,2.0,False,,False,True,96.5
108,0 days 02:14:06.176000,VER,1,0 days 00:01:36.628000,47.0,2.0,,,0 days 00:00:28.654000,0 days 00:00:40.908000,0 days 00:00:27.066000,0 days 02:12:58.229000,0 days 02:13:39.137000,0 days 02:14:06.203000,290.0,265.0,250.0,280.0,False,HARD,18.0,True,Red Bull Racing,0 days 02:12:29.548000,2024-09-22 13:19:25.679,1,2.0,False,,False,True,96.628
109,0 days 02:15:42.915000,VER,1,0 days 00:01:36.739000,48.0,2.0,,,0 days 00:00:28.672000,0 days 00:00:40.922000,0 days 00:00:27.145000,0 days 02:14:34.875000,0 days 02:15:15.797000,0 days 02:15:42.942000,288.0,264.0,250.0,,False,HARD,19.0,True,Red Bull Racing,0 days 02:14:06.176000,2024-09-22 13:21:02.307,1,2.0,False,,False,True,96.739
110,0 days 02:17:19.517000,VER,1,0 days 00:01:36.602000,49.0,2.0,,,0 days 00:00:28.749000,0 days 00:00:40.909000,0 days 00:00:26.944000,0 days 02:16:11.691000,0 days 02:16:52.600000,0 days 02:17:19.544000,290.0,264.0,251.0,282.0,False,HARD,20.0,True,Red Bull Racing,0 days 02:15:42.915000,2024-09-22 13:22:39.046,1,2.0,False,,False,True,96.602
111,0 days 02:18:56.572000,VER,1,0 days 00:01:37.055000,50.0,2.0,,,0 days 00:00:28.723000,0 days 00:00:41.192000,0 days 00:00:27.140000,0 days 02:17:48.267000,0 days 02:18:29.459000,0 days 02:18:56.599000,287.0,265.0,251.0,281.0,False,HARD,21.0,True,Red Bull Racing,0 days 02:17:19.517000,2024-09-22 13:24:15.648,1,2.0,False,,False,True,97.055
112,0 days 02:20:33.704000,VER,1,0 days 00:01:37.132000,51.0,2.0,,,0 days 00:00:28.785000,0 days 00:00:41.295000,0 days 00:00:27.052000,0 days 02:19:25.384000,0 days 02:20:06.679000,0 days 02:20:33.731000,290.0,275.0,252.0,282.0,False,HARD,22.0,True,Red Bull Racing,0 days 02:18:56.572000,2024-09-22 13:25:52.703,1,2.0,False,,False,True,97.132
113,0 days 02:22:10.546000,VER,1,0 days 00:01:36.842000,52.0,2.0,,,0 days 00:00:28.632000,0 days 00:00:41.176000,0 days 00:00:27.034000,0 days 02:21:02.363000,0 days 02:21:43.539000,0 days 02:22:10.573000,289.0,264.0,251.0,280.0,False,HARD,23.0,True,Red Bull Racing,0 days 02:20:33.704000,2024-09-22 13:27:29.835,1,2.0,False,,False,True,96.842
114,0 days 02:23:47.389000,VER,1,0 days 00:01:36.843000,53.0,2.0,,,0 days 00:00:28.640000,0 days 00:00:41.069000,0 days 00:00:27.134000,0 days 02:22:39.213000,0 days 02:23:20.282000,0 days 02:23:47.416000,,265.0,251.0,281.0,False,HARD,24.0,True,Red Bull Racing,0 days 02:22:10.546000,2024-09-22 13:29:06.677,1,2.0,False,,False,True,96.843
115,0 days 02:25:24.137000,VER,1,0 days 00:01:36.748000,54.0,2.0,,,0 days 00:00:28.831000,0 days 00:00:40.957000,0 days 00:00:26.960000,0 days 02:24:16.247000,0 days 02:24:57.204000,0 days 02:25:24.164000,285.0,264.0,251.0,,False,HARD,25.0,True,Red Bull Racing,0 days 02:23:47.389000,2024-09-22 13:30:43.520,1,2.0,False,,False,True,96.748
116,0 days 02:27:00.564000,VER,1,0 days 00:01:36.427000,55.0,2.0,,,0 days 00:00:28.561000,0 days 00:00:40.901000,0 days 00:00:26.965000,0 days 02:25:52.725000,0 days 02:26:33.626000,0 days 02:27:00.591000,,264.0,251.0,279.0,False,HARD,26.0,True,Red Bull Racing,0 days 02:25:24.137000,2024-09-22 13:32:20.268,1,2.0,False,,False,True,96.427
117,0 days 02:28:36.951000,VER,1,0 days 00:01:36.387000,56.0,2.0,,,0 days 00:00:28.611000,0 days 00:00:40.869000,0 days 00:00:26.907000,0 days 02:27:29.202000,0 days 02:28:10.071000,0 days 02:28:36.978000,287.0,265.0,251.0,280.0,True,HARD,27.0,True,Red Bull Racing,0 days 02:27:00.564000,2024-09-22 13:33:56.695,1,2.0,False,,False,True,96.387
118,0 days 02:30:13.353000,VER,1,0 days 00:01:36.402000,57.0,2.0,,,0 days 00:00:28.622000,0 days 00:00:40.787000,0 days 00:00:26.993000,0 days 02:29:05.600000,0 days 02:29:46.387000,0 days 02:30:13.380000,286.0,265.0,252.0,,False,HARD,28.0,True,Red Bull Racing,0 days 02:28:36.951000,2024-09-22 13:35:33.082,1,2.0,False,,False,True,96.402
119,0 days 02:31:49.524000,VER,1,0 days 00:01:36.171000,58.0,2.0,,,0 days 00:00:28.499000,0 days 00:00:40.749000,0 days 00:00:26.923000,0 days 02:30:41.879000,0 days 02:31:22.628000,0 days 02:31:49.551000,287.0,265.0,253.0,279.0,True,HARD,29.0,True,Red Bull Racing,0 days 02:30:13.353000,2024-09-22 13:37:09.484,1,2.0,False,,False,True,96.171
120,0 days 02:33:25.491000,VER,1,0 days 00:01:35.967000,59.0,2.0,,,0 days 00:00:28.352000,0 days 00:00:40.694000,0 days 00:00:26.921000,0 days 02:32:17.903000,0 days 02:32:58.597000,0 days 02:33:25.518000,289.0,264.0,252.0,281.0,True,HARD,30.0,True,Red Bull Racing,0 days 02:31:49.524000,2024-09-22 13:38:45.655,1,2.0,False,,False,True,95.967
121,0 days 02:35:01.834000,VER,1,0 days 00:01:36.343000,60.0,2.0,,,0 days 00:00:28.536000,0 days 00:00:40.793000,0 days 00:00:27.014000,0 days 02:33:54.054000,0 days 02:34:34.847000,0 days 02:35:01.861000,287.0,263.0,253.0,,False,HARD,31.0,True,Red Bull Racing,0 days 02:33:25.491000,2024-09-22 13:40:21.622,1,2.0,False,,False,True,96.343
122,0 days 02:36:37.847000,VER,1,0 days 00:01:36.013000,61.0,2.0,,,0 days 00:00:28.446000,0 days 00:00:40.738000,0 days 00:00:26.829000,0 days 02:35:30.307000,0 days 02:36:11.045000,0 days 02:36:37.874000,288.0,264.0,253.0,,False,HARD,32.0,True,Red Bull Racing,0 days 02:35:01.834000,2024-09-22 13:41:57.965,1,2.0,False,,False,True,96.013
123,0 days 02:38:14.778000,VER,1,0 days 00:01:36.931000,62.0,2.0,,,0 days 00:00:28.636000,0 days 00:00:40.974000,0 days 00:00:27.321000,0 days 02:37:06.510000,0 days 02:37:47.484000,0 days 02:38:14.805000,,266.0,214.0,,False,HARD,33.0,True,Red Bull Racing,0 days 02:36:37.847000,2024-09-22 13:43:33.978,1,2.0,False,,False,True,96.931
124,0 days 00:58:46.530000,PIA,81,0 days 00:01:45.268000,1.0,1.0,,,,0 days 00:00:43.494000,0 days 00:00:28.089000,,0 days 00:58:18.534000,0 days 00:58:46.706000,300.0,263.0,241.0,205.0,False,MEDIUM,1.0,True,McLaren,0 days 00:57:01.006000,2024-09-22 12:03:57.137,1,5.0,False,,False,False,105.268
125,0 days 01:00:25.469000,PIA,81,0 days 00:01:38.939000,2.0,1.0,,,0 days 00:00:29.283000,0 days 00:00:41.853000,0 days 00:00:27.803000,0 days 00:59:15.868000,0 days 00:59:57.721000,0 days 01:00:25.524000,289.0,263.0,246.0,277.0,True,MEDIUM,2.0,True,McLaren,0 days 00:58:46.530000,2024-09-22 12:05:42.661,1,5.0,False,,False,True,98.939
126,0 days 01:02:04.819000,PIA,81,0 days 00:01:39.350000,3.0,1.0,,,0 days 00:00:29.077000,0 days 00:00:42.332000,0 days 00:00:27.941000,0 days 01:00:54.601000,0 days 01:01:36.933000,0 days 01:02:04.874000,285.0,260.0,244.0,275.0,False,MEDIUM,3.0,True,McLaren,0 days 01:00:25.469000,2024-09-22 12:07:21.600,1,5.0,False,,False,True,99.35
127,0 days 01:03:44.175000,PIA,81,0 days 00:01:39.356000,4.0,1.0,,,0 days 00:00:29.343000,0 days 00:00:42.235000,0 days 00:00:27.778000,0 days 01:02:34.217000,0 days 01:03:16.452000,0 days 01:03:44.230000,286.0,257.0,245.0,272.0,False,MEDIUM,4.0,True,McLaren,0 days 01:02:04.819000,2024-09-22 12:09:00.950,1,5.0,False,,False,True,99.356
128,0 days 01:05:22.842000,PIA,81,0 days 00:01:38.667000,5.0,1.0,,,0 days 00:00:29.101000,0 days 00:00:41.853000,0 days 00:00:27.713000,0 days 01:04:13.331000,0 days 01:04:55.184000,0 days 01:05:22.897000,287.0,259.0,246.0,279.0,True,MEDIUM,5.0,True,McLaren,0 days 01:03:44.175000,2024-09-22 12:10:40.306,1,5.0,False,,False,True,98.667
129,0 days 01:07:01.620000,PIA,81,0 days 00:01:38.778000,6.0,1.0,,,0 days 00:00:29.132000,0 days 00:00:41.923000,0 days 00:00:27.723000,0 days 01:05:52.029000,0 days 01:06:33.952000,0 days 01:07:01.675000,286.0,257.0,245.0,283.0,False,MEDIUM,6.0,True,McLaren,0 days 01:05:22.842000,2024-09-22 12:12:18.973,1,5.0,False,,False,True,98.778
130,0 days 01:08:40.039000,PIA,81,0 days 00:01:38.419000,7.0,1.0,,,0 days 00:00:29.002000,0 days 00:00:41.742000,0 days 00:00:27.675000,0 days 01:07:30.677000,0 days 01:08:12.419000,0 days 01:08:40.094000,287.0,260.0,244.0,278.0,True,MEDIUM,7.0,True,McLaren,0 days 01:07:01.620000,2024-09-22 12:13:57.751,1,5.0,False,,False,True,98.419
131,0 days 01:10:17.912000,PIA,81,0 days 00:01:37.873000,8.0,1.0,,,0 days 00:00:28.888000,0 days 00:00:41.450000,0 days 00:00:27.535000,0 days 01:09:08.982000,0 days 01:09:50.432000,0 days 01:10:17.967000,288.0,261.0,247.0,281.0,True,MEDIUM,8.0,True,McLaren,0 days 01:08:40.039000,2024-09-22 12:15:36.170,1,5.0,False,,False,True,97.873
132,0 days 01:11:56.358000,PIA,81,0 days 00:01:38.446000,9.0,1.0,,,0 days 00:00:29.101000,0 days 00:00:41.692000,0 days 00:00:27.653000,0 days 01:10:47.068000,0 days 01:11:28.760000,0 days 01:11:56.413000,289.0,260.0,245.0,282.0,False,MEDIUM,9.0,True,McLaren,0 days 01:10:17.912000,2024-09-22 12:17:14.043,1,5.0,False,,False,True,98.446
